record_id,age_years,income_value,tenure_months,monthly_spend,purchase_rate,order_value,promo_usage_rate,return_rate,browse_minutes,support_contacts,payment_channel,market_area
R14071,23,77067.71,55,916.3,18.12,21.52,0.31,0.01,116.61,2,Channel_B,Area_A
R01828,26,52364.0,27,220.33,0.75,107.58,0.29,0.06,50.97,2,Channel_C,Area_B
R31857,67,69683.36,66,612.64,9.5,43.54,0.26,0.0,,1,Channel_C,Area_A
R39198,62,74.87,1,0.0,0.0,200.15,0.44,0.44,59.84,1,Channel_C,Area_B
R05872,20,168.09,1,4.1,0.0,141.97,0.77,0.12,56.04,0,Channel_A,Area_B
R06807,64,107091.91,72,977.79,20.86,0.31,0.19,0.15,,2,Channel_B,Area_B
R39428,41,40726.79,45,134.92,0.99,93.11,0.44,0.25,31.46,1,Channel_C,Area_B
R44001,65,34332.1,1,261.58,5.37,65.66,0.28,0.09,176.99,2,Channel_C,Area_A
R40392,44,33960.58,52,128.25,1.28,58.96,0.42,0.13,168.49,2,Channel_B,Area_C
R07294,70,0.0,1,247.83,0.0,198.62,0.47,0.2,22.27,3,Channel_A,Area_B
R48161,29,27661.33,15,287.14,0.31,94.56,0.63,0.16,,5,Channel_C,Area_A
R11752,43,52408.12,72,462.98,10.08,0.06,0.01,0.28,106.25,0,Channel_A,Area_C
R11482,28,0.0,1,8.05,0.73,95.82,0.28,0.19,103.74,1,Channel_B,Area_C
R27597,61,23710.44,1,283.75,5.88,60.18,0.44,0.14,40.28,2,Channel_C,Area_B
R42493,49,2639.3,1,188.41,6.82,52.64,0.47,0.06,50.16,1,Channel_C,Area_A
R01506,40,47404.45,72,701.67,9.22,38.85,0.25,0.07,25.21,1,Channel_C,Area_B
R05908,21,1070.3,1,1.85,0.0,143.05,0.23,0.13,62.25,0,Channel_A,Area_C
R19883,28,0.0,1,0.0,0.03,177.85,0.26,0.08,35.82,,Channel_B,Area_B
R00041,26,3027.8,17,177.13,0.96,107.87,0.13,0.08,27.09,1,Channel_A,Area_A
R04106,60,87390.19,17,358.9,4.32,78.59,0.8,0.25,29.87,1,Channel_A,Area_A
R23801,27,74.7,1,1.05,0.0,146.17,0.56,0.19,8.37,0,Channel_A,Area_B
R13758,46,0.0,1,2.28,0.2,233.66,0.7,0.08,165.94,0,Channel_C,Area_B
R27913,21,73318.49,1,21.89,4.26,41.43,,0.17,62.53,1,Channel_B,Area_B
R19488,57,51334.73,1,5.41,8.09,23.39,0.66,,116.19,1,Channel_B,Area_B
R07136,65,60686.15,72,373.87,,0.0,0.44,0.05,71.88,2,Channel_A,Area_A
R33523,32,113431.79,72,578.41,9.61,27.49,0.0,,93.36,3,Channel_B,Area_A
R04299,55,54472.72,25,73.88,0.11,72.3,0.4,0.24,117.74,2,Channel_A,Area_B
R12791,42,0.0,1,1.59,0.14,88.49,0.54,0.05,0.0,1,Channel_C,Area_C
R08708,41,0.0,1,3.55,0.0,113.66,0.64,0.31,78.8,3,Channel_C,Area_A
R29921,41,53905.05,72,568.25,8.58,47.18,,0.28,59.5,,Channel_C,Area_A
R37358,44,,1,,0.06,84.28,0.61,0.17,,1,Channel_A,Area_B
R14280,26,79019.31,72,485.17,11.41,1.76,0.31,0.2,78.46,1,Channel_A,Area_A
R03014,30,95977.27,24,42.38,3.86,40.91,0.36,0.14,19.63,0,Channel_A,Area_C
R35651,33,40816.43,72,497.46,12.0,0.0,0.15,0.45,57.85,0,Channel_A,Area_C
R38773,23,189072.37,72,1237.9,18.55,18.96,0.2,0.05,112.4,1,Channel_C,Area_A
R09267,43,0.0,1,145.53,0.1,288.18,0.47,0.14,,0,Channel_C,Area_A
R12249,27,58448.01,72,,9.96,20.69,,0.38,28.01,1,Channel_B,Area_A
R18531,59,12993.56,20,440.23,4.53,94.84,0.25,0.13,,4,Channel_A,Area_A
R08946,41,0.0,1,9.77,0.0,170.97,0.58,0.07,13.55,3,Channel_A,Area_A
R08084,59,87.76,1,0.0,0.0,112.75,0.39,0.05,0.94,3,Channel_A,Area_A
R32941,31,7443.97,11,113.21,1.79,70.58,0.05,0.3,32.96,3,Channel_B,Area_B
R29244,69,14096.85,37,0.11,1.72,31.36,0.3,0.02,80.72,1,Channel_C,Area_B
R08403,41,,1,90.7,0.01,327.18,0.58,0.07,43.87,1,Channel_B,Area_B
R05010,38,0.0,1,,0.04,228.06,0.75,0.22,4.42,0,Channel_A,Area_A
R27962,48,320.73,1,0.0,0.0,108.81,0.48,0.13,55.61,1,Channel_C,Area_A
R16086,53,,16,538.85,7.61,68.12,,0.06,31.15,3,Channel_C,Area_B
R00617,54,0.0,1,0.0,0.13,162.35,0.29,0.22,40.76,0,Channel_A,Area_C
R10122,35,61225.37,72,,12.32,9.92,0.22,0.14,56.35,2,Channel_C,Area_B
R21636,19,0.0,1,3.67,0.05,445.94,0.65,0.12,74.24,3,Channel_A,Area_A
R14563,35,39246.99,28,131.79,1.01,98.18,0.77,0.06,8.02,2,Channel_A,Area_A
R45844,24,580.53,1,8.53,0.04,109.74,0.39,0.14,49.86,4,Channel_B,Area_C
R00423,49,32721.78,5,147.55,,37.06,0.31,0.08,14.22,0,Channel_B,Area_B
R21959,24,52406.35,32,193.65,2.0,83.17,0.41,0.04,28.31,2,Channel_A,Area_C
R13777,39,,72,371.36,13.58,0.0,0.06,0.1,48.38,2,Channel_A,Area_B
R05487,70,92715.28,72,1193.99,18.52,11.72,0.01,0.0,45.58,2,Channel_C,Area_A
R22397,28,71830.69,54,653.8,7.5,107.55,0.14,0.03,101.63,0,Channel_A,Area_B
R38873,69,0.0,1,0.3,0.0,151.61,0.39,0.26,51.47,1,Channel_C,Area_C
R15849,32,375.22,1,0.0,0.0,137.38,0.49,0.09,42.21,2,Channel_B,Area_A
R42733,29,142153.53,72,461.01,9.63,19.69,0.24,0.43,58.05,2,Channel_C,Area_B
R32182,48,670.25,1,0.0,0.08,277.79,0.36,0.08,0.0,1,Channel_B,Area_A
R27980,63,0.0,1,1.37,0.0,178.0,0.7,0.16,0.51,3,Channel_B,Area_A
R39082,25,103002.91,72,937.1,21.66,0.26,0.39,0.08,65.68,,Channel_A,Area_A
R11884,47,0.0,1,0.0,0.0,193.3,0.31,0.23,120.89,1,Channel_B,Area_B
R29871,52,368.88,1,0.0,0.0,192.75,0.36,0.09,137.09,1,Channel_A,Area_A
R28769,44,50820.97,1,138.38,4.15,46.84,0.27,0.15,101.98,2,Channel_C,Area_A
R40420,70,,1,4.68,0.14,76.25,0.28,0.17,0.0,2,Channel_C,Area_C
R02286,29,0.0,1,3.83,0.0,185.07,0.74,,47.43,4,Channel_B,Area_C
R16485,18,98279.35,72,427.35,11.72,6.66,0.15,0.35,18.5,3,Channel_A,Area_B
R11244,61,127184.65,72,1127.92,17.44,15.88,0.1,0.31,120.08,2,Channel_C,Area_A
R16521,26,706.31,1,4.28,0.05,103.42,0.43,0.38,19.22,6,Channel_C,Area_A
R05862,52,,72,492.32,10.98,7.41,0.23,0.1,57.09,2,Channel_A,Area_A
R26945,57,58692.49,72,440.08,,0.22,0.0,0.01,167.25,0,Channel_A,Area_B
R43448,31,0.0,1,0.0,0.0,137.43,0.56,0.06,34.31,2,Channel_C,Area_A
R43372,51,24395.42,15,77.78,1.9,68.43,0.55,0.29,173.71,2,Channel_C,Area_B
R07751,42,8783.97,1,2.56,0.04,151.7,0.23,0.25,11.28,1,Channel_C,Area_A
R02047,58,0.0,1,7.99,0.05,99.3,0.43,0.2,101.64,1,Channel_A,Area_A
R36321,40,21663.22,1,0.0,1.62,38.16,0.28,0.05,96.56,3,Channel_C,Area_A
R15585,64,8892.6,55,,0.03,86.9,0.59,0.27,118.31,2,Channel_A,Area_B
R28321,68,15023.16,1,2.25,0.11,58.57,0.22,0.03,24.06,3,Channel_A,Area_A
R03965,22,115.03,1,0.0,0.22,139.59,0.64,0.07,1.78,2,Channel_A,Area_C
R02003,24,271.85,1,0.0,0.12,172.72,0.45,0.12,92.46,2,Channel_A,Area_B
R41336,63,98437.83,72,583.87,9.83,28.27,0.53,0.06,107.6,0,Channel_B,Area_A
R36082,64,689.14,1,0.0,0.0,166.38,0.8,0.09,120.62,0,Channel_C,Area_A
R01251,67,44776.08,72,470.19,11.72,1.42,0.15,0.0,52.96,3,Channel_C,Area_A
R17779,58,14718.38,1,1.67,0.08,67.09,0.35,0.31,0.35,2,Channel_C,Area_B
R09598,67,62028.58,72,499.96,13.65,1.38,0.35,0.17,59.46,6,Channel_C,Area_A
R23693,53,67320.22,72,369.54,11.2,0.0,0.11,0.02,133.76,2,Channel_A,Area_A
R30727,50,102244.26,72,538.57,,16.94,0.09,0.21,29.57,3,Channel_A,Area_A
R40835,51,203409.03,72,1013.92,21.74,0.0,0.05,0.0,80.07,1,Channel_C,Area_B
R29012,51,18090.0,1,0.47,,31.41,0.39,0.06,21.93,4,Channel_A,Area_A
R41288,28,135449.43,1,,3.08,29.51,0.26,0.2,153.2,0,Channel_A,Area_A
R37676,22,969.77,1,0.0,0.06,162.29,0.45,,19.67,2,Channel_C,Area_A
R27721,35,47006.5,64,112.24,0.38,82.08,0.2,0.11,12.27,1,Channel_A,Area_B
R38564,35,0.0,52,0.0,1.26,20.45,0.15,,15.47,2,Channel_C,Area_A
R14107,65,327.65,1,0.0,4.36,77.7,,0.37,0.04,1,Channel_A,Area_C
R17777,37,0.0,1,5.4,0.0,78.29,0.5,0.2,80.09,0,Channel_A,Area_B
R22227,41,5665.66,1,0.8,0.0,58.99,0.21,0.37,95.27,,Channel_A,Area_A
R33600,32,110034.26,72,1164.1,16.38,23.86,0.22,0.3,,1,Channel_C,Area_A
R26727,22,78969.19,72,538.45,11.56,10.42,0.3,0.05,68.38,4,Channel_A,Area_C
R27284,27,601.79,39,3.27,0.33,40.34,0.11,0.03,28.94,3,Channel_A,Area_B
R45241,62,31704.9,1,1.8,3.99,24.85,0.21,0.03,47.69,1,Channel_A,Area_A
R29993,22,79300.93,72,352.77,12.58,0.0,0.09,0.31,58.93,0,Channel_C,Area_A
R31184,57,33.61,1,0.0,0.0,333.83,0.9,0.13,72.11,3,Channel_C,Area_B
R01906,70,1375.37,1,3.87,0.08,69.44,0.53,0.23,14.09,5,Channel_C,Area_A
R10377,38,57257.72,72,455.76,17.42,0.0,0.21,0.33,46.26,3,Channel_C,Area_A
R07832,35,0.0,1,0.0,0.11,108.29,0.69,0.09,29.04,0,Channel_C,Area_A
R02582,51,11497.82,19,211.84,0.4,99.99,0.29,0.02,59.14,0,Channel_A,Area_A
R24585,20,107792.84,72,1160.31,27.18,0.0,0.0,0.1,70.49,1,Channel_C,Area_A
R30728,23,114665.63,72,309.8,10.16,0.0,0.64,0.07,109.07,2,Channel_A,Area_C
R27887,57,102258.99,72,1016.57,17.01,3.99,0.15,,135.77,2,Channel_B,Area_A
R13848,66,147855.75,72,1162.08,16.12,39.83,0.0,0.28,60.02,1,Channel_C,Area_B
R26125,56,0.0,1,0.0,0.0,232.17,0.29,0.24,4.99,3,Channel_B,Area_B
R15830,32,82020.81,72,463.02,8.73,33.84,0.5,0.26,142.63,0,Channel_A,Area_A
R40211,55,101746.97,72,798.21,10.26,49.29,0.45,0.05,19.41,3,Channel_C,Area_B
R25370,53,362.51,1,4.69,0.05,108.16,0.29,0.1,58.25,1,Channel_C,Area_C
R41451,27,0.0,1,0.0,0.17,175.03,0.39,0.26,,,Channel_C,Area_C
R32099,48,0.0,1,0.0,0.0,90.16,0.51,0.19,16.36,2,Channel_C,Area_A
R07107,57,48480.27,72,510.71,11.86,17.79,0.13,0.26,41.29,2,Channel_B,Area_A
R08907,65,425.89,1,0.0,0.0,146.82,,0.18,3.33,3,Channel_A,Area_C
R27408,41,156974.36,72,1227.3,14.65,75.65,0.16,0.13,73.53,1,Channel_C,Area_A
R40867,39,0.0,1,6.15,0.0,165.99,0.6,0.29,63.16,1,Channel_B,Area_B
R27602,37,534.6,1,0.0,,160.96,0.61,0.22,0.0,1,Channel_B,Area_A
R01821,20,837.29,1,0.0,0.0,173.55,0.52,0.39,87.73,3,Channel_A,Area_A
R18839,32,66.26,1,0.0,0.0,129.93,0.36,0.24,4.52,2,Channel_A,Area_C
R23231,43,98678.15,72,1173.58,18.66,0.09,0.0,0.22,101.18,2,Channel_C,Area_A
R16124,18,104.23,1,0.0,0.0,133.76,0.6,0.07,53.95,0,Channel_C,Area_A
R48524,24,108734.41,72,1243.63,15.45,50.94,0.0,0.0,99.02,0,Channel_A,Area_A
R04988,57,11917.12,49,243.28,0.49,119.19,0.11,0.21,51.06,3,Channel_A,Area_A
R39458,20,89957.54,4,,0.77,114.6,0.51,0.13,73.55,2,Channel_C,Area_A
R25142,70,7707.5,27,59.49,0.22,63.64,0.41,0.29,17.36,2,Channel_C,Area_A
R37264,24,0.0,1,98.97,0.0,261.43,0.22,0.17,0.31,0,Channel_B,Area_A
R24029,45,353.79,1,0.0,0.16,96.44,0.45,0.13,0.0,2,Channel_A,Area_A
R19722,34,111631.52,72,1105.59,17.52,7.99,0.0,0.0,71.18,1,Channel_A,Area_B
R22396,26,315.31,1,223.43,,69.97,0.51,0.13,39.88,0,Channel_C,Area_A
R17784,19,107348.99,72,1543.92,18.15,48.78,0.36,0.37,223.8,0,Channel_A,Area_C
R03621,65,505.77,1,1.71,0.0,133.46,0.3,0.17,0.67,2,Channel_B,Area_A
R10713,70,25966.89,16,224.54,3.95,49.24,0.36,0.28,33.14,0,Channel_C,Area_C
R30208,25,15679.97,1,,0.0,253.88,0.33,0.09,28.81,1,Channel_B,Area_C
R30118,34,,13,381.77,6.02,74.16,0.47,,70.58,1,Channel_A,Area_C
R47879,21,95687.35,10,0.0,4.33,31.34,0.4,0.03,101.14,3,Channel_C,Area_A
R34196,39,,10,1.17,4.59,26.21,0.2,0.06,30.2,1,Channel_B,Area_B
R33631,53,472.55,1,0.15,0.0,141.22,0.23,0.12,19.94,1,Channel_C,Area_C
R08873,46,0.0,1,1.06,,152.67,0.63,0.5,55.03,0,Channel_B,Area_A
R47345,68,0.0,1,0.0,0.0,107.27,0.33,0.32,6.47,1,Channel_A,Area_C
R17119,67,36036.69,1,364.08,1.34,109.82,0.6,0.29,70.55,2,Channel_C,Area_A
R23334,54,,14,11.88,1.84,47.01,0.35,0.41,116.64,2,Channel_C,Area_B
R15049,38,80544.67,46,337.76,0.47,148.36,0.1,0.18,59.68,0,Channel_A,Area_C
R38862,69,194882.52,72,1102.37,17.85,1.83,0.29,0.32,99.51,1,Channel_C,Area_B
R02839,24,109180.86,72,955.74,22.89,0.92,0.13,0.0,,0,Channel_A,Area_B
R42405,26,21160.71,30,668.32,0.02,329.55,0.34,0.1,50.14,4,Channel_C,Area_B
R33192,35,176427.83,72,380.0,12.54,0.0,0.17,,99.87,1,Channel_A,Area_A
R27192,26,107887.28,72,1124.68,19.87,7.78,0.3,0.07,55.46,2,Channel_B,Area_A
R18211,29,50420.06,6,108.29,0.03,183.42,0.49,0.09,68.8,2,Channel_A,Area_C
R46879,62,12244.78,1,100.19,5.34,40.4,0.64,0.36,51.77,6,Channel_A,Area_A
R30899,62,40177.01,72,354.62,11.27,1.59,0.35,0.06,25.87,2,Channel_A,Area_A
R42324,43,109693.46,72,954.04,19.25,0.0,0.0,0.13,110.17,1,Channel_A,Area_A
R06837,56,166944.71,72,1203.26,15.32,39.45,0.12,0.09,85.45,4,Channel_A,Area_A
R01880,69,,72,1232.42,18.31,10.15,0.16,0.0,103.56,1,Channel_A,Area_A
R03761,30,2462.85,17,,2.9,42.29,0.52,0.06,46.89,0,Channel_A,Area_C
R18068,38,40951.02,16,173.48,1.22,90.54,0.58,0.02,52.09,1,Channel_C,Area_A
R21234,68,99820.28,7,48.35,4.31,37.77,0.13,0.27,138.6,1,Channel_A,Area_A
R44094,58,0.0,1,0.0,0.03,188.53,0.58,0.17,40.19,0,Channel_B,Area_C
R17612,28,733.5,34,0.0,2.14,44.64,0.44,0.05,86.25,0,Channel_A,Area_A
R08215,32,95.74,1,2.59,0.09,369.04,0.73,0.17,0.88,2,Channel_B,Area_B
R04706,38,196.36,1,2.43,0.0,148.88,0.43,0.28,147.29,0,Channel_C,Area_B
R49537,70,97692.06,72,1265.79,16.25,45.43,0.23,0.03,114.36,3,Channel_B,Area_C
R35458,63,,10,111.14,5.69,36.66,0.77,0.02,107.32,1,Channel_C,Area_B
R27310,37,371130.76,72,403.46,10.57,1.77,0.09,0.08,126.48,4,Channel_B,Area_A
R33805,37,8736.56,1,331.28,2.37,96.12,0.5,0.16,189.37,0,Channel_B,Area_A
R02675,28,114849.36,72,1327.52,15.96,70.72,0.04,0.04,129.33,1,Channel_A,Area_C
R45099,57,25067.63,13,267.99,7.48,42.02,0.44,0.18,78.6,3,Channel_A,Area_A
R47549,25,52216.95,1,0.0,0.0,138.83,0.54,0.3,54.51,1,Channel_C,Area_B
R07901,43,56896.09,72,502.59,10.26,20.83,0.17,0.02,48.57,0,Channel_C,Area_B
R49487,34,71979.17,72,571.71,10.45,28.62,0.21,0.05,67.82,2,Channel_B,Area_C
R12900,27,294400.97,72,528.98,10.18,39.04,0.27,0.3,22.41,1,Channel_B,Area_A
R04479,26,25207.72,54,0.0,0.4,45.18,0.33,0.06,24.95,1,Channel_B,Area_B
R16449,53,,72,883.49,10.34,102.38,0.04,0.09,47.39,3,Channel_A,Area_B
R31814,43,120717.13,72,1021.19,17.24,0.0,0.0,,190.96,1,Channel_C,Area_B
R35796,24,0.0,1,0.0,0.06,240.6,0.46,0.19,60.11,3,Channel_C,Area_C
R19295,64,15202.31,6,233.78,4.44,64.2,0.71,0.27,48.6,2,Channel_B,Area_A
R14686,48,56092.63,53,413.77,1.67,111.84,0.45,0.2,66.44,3,Channel_A,Area_B
R17543,27,219351.96,20,66.09,0.61,54.8,0.5,0.17,100.39,2,Channel_A,Area_C
R40620,34,0.0,1,0.0,0.0,97.51,0.27,0.22,39.43,2,Channel_B,Area_B
R09341,43,,1,61.77,7.47,30.27,0.18,0.06,,,Channel_A,Area_A
R00747,44,0.0,1,6.63,0.0,170.63,0.66,0.2,80.81,2,Channel_A,Area_A
R28028,36,52501.74,72,533.63,11.02,11.08,0.12,0.0,104.59,2,Channel_C,Area_A
R33953,39,100299.5,72,1702.4,18.44,80.31,0.38,0.06,130.35,5,Channel_B,Area_B
R10063,52,11894.2,4,11.11,3.32,30.16,0.1,0.12,111.71,3,Channel_C,Area_C
R13517,56,57048.21,72,622.93,9.33,29.59,0.41,0.07,220.07,1,Channel_A,Area_B
R11497,62,0.0,1,1.28,0.0,88.02,,0.39,9.12,2,Channel_A,Area_C
R12558,55,3519.07,15,236.54,1.77,105.29,0.18,0.19,26.03,0,Channel_B,Area_A
R03155,68,59061.59,1,7.78,0.06,191.05,0.86,0.12,,3,Channel_C,Area_A
R11794,68,0.0,1,1.7,0.0,97.57,0.38,0.38,19.02,2,Channel_A,Area_C
R24908,58,20481.73,6,3.06,2.11,36.23,0.28,0.4,88.61,2,Channel_B,Area_A
R21384,22,8499.08,26,21.39,1.61,30.71,0.12,0.14,,2,Channel_A,Area_A
R27783,68,22753.32,47,0.0,0.11,22.4,0.17,0.45,266.61,0,Channel_A,Area_B
R22582,65,273.53,1,,0.0,155.18,0.39,0.2,111.7,0,Channel_B,Area_A
R13933,48,995.49,1,3.27,4.48,90.08,0.65,0.18,16.9,0,Channel_A,Area_C
R45710,33,2608.34,1,0.0,0.0,142.7,0.4,0.19,0.36,1,Channel_C,Area_C
R14853,68,325.46,1,0.0,0.09,215.07,0.34,0.13,0.0,,Channel_C,Area_A
R10853,19,181.39,1,4.39,0.02,94.68,0.58,0.33,83.17,3,Channel_A,Area_B
R15602,19,121829.61,72,2044.11,16.06,167.58,0.19,0.26,,1,Channel_A,Area_C
R37596,38,50139.11,72,583.91,,20.45,0.11,0.15,112.5,0,Channel_A,Area_A
R02706,36,109069.41,72,1167.25,20.83,2.77,0.08,0.0,56.61,5,Channel_B,Area_A
R36735,49,419.46,1,2.13,0.0,135.81,0.25,0.1,107.41,2,Channel_B,Area_A
R25619,35,748.65,1,3.76,0.0,155.39,0.42,0.08,55.39,1,Channel_A,Area_B
R07155,65,0.0,1,0.0,0.0,104.53,0.49,0.12,108.22,1,Channel_C,Area_C
R15243,59,0.0,1,194.75,0.0,339.18,0.49,0.07,0.0,2,Channel_B,Area_B
R37935,19,0.0,1,0.0,0.15,81.05,0.49,0.11,0.0,4,Channel_C,Area_A
R37603,25,88929.4,72,1329.79,24.58,0.69,0.05,0.21,80.96,3,Channel_A,Area_C
R05792,27,,1,0.29,0.04,93.75,0.56,0.11,0.51,0,Channel_A,Area_B
R04730,28,72175.8,72,513.47,19.53,0.0,0.24,0.16,99.71,1,Channel_A,Area_B
R42061,35,0.0,1,4.42,0.0,78.49,,0.22,46.62,2,Channel_C,Area_C
R46576,36,0.0,1,0.54,0.08,101.59,0.42,0.07,53.23,0,Channel_A,Area_C
R08317,54,0.0,1,0.0,0.0,178.5,0.6,0.67,16.1,4,Channel_A,Area_A
R23140,20,0.0,1,172.61,0.0,355.34,0.45,0.06,45.89,2,Channel_A,Area_B
R10237,29,71142.52,72,440.88,11.36,8.32,0.23,0.27,139.59,1,Channel_A,Area_A
R06521,34,,1,2.89,0.0,103.59,,0.11,6.09,3,Channel_B,Area_B
R22846,69,760.87,1,,0.13,139.9,0.55,0.34,11.87,0,Channel_B,Area_B
R05988,31,0.0,1,3.47,0.0,188.34,,0.06,6.26,1,Channel_C,Area_C
R14262,45,197370.31,27,0.93,5.46,28.67,0.2,0.08,71.24,2,Channel_C,Area_B
R07005,44,104119.48,72,1496.66,16.21,91.73,0.1,0.2,93.03,1,Channel_C,Area_A
R06929,26,0.0,1,0.0,0.0,129.72,0.67,0.05,43.58,0,Channel_B,Area_A
R49920,51,47842.1,17,153.75,0.05,85.29,0.74,0.04,63.81,1,Channel_A,Area_B
R13967,47,26667.33,1,78.22,0.15,75.13,0.55,0.47,79.73,2,Channel_A,Area_B
R27394,70,64.77,1,0.0,0.05,127.65,0.79,,120.61,4,Channel_A,Area_C
R32356,20,569.32,1,5.8,0.07,158.23,0.34,0.13,,1,Channel_A,Area_C
R23558,46,246.69,1,1223.02,0.05,497.21,0.7,0.23,90.09,4,Channel_C,Area_A
R16268,50,94479.7,72,690.07,11.56,27.37,0.25,0.0,74.97,0,Channel_A,Area_B
R02486,60,1509.89,11,119.84,,31.85,0.53,0.4,88.1,2,Channel_C,Area_B
R05243,52,10085.97,43,289.05,1.68,101.65,0.52,0.14,59.91,2,Channel_A,Area_A
R24404,57,129895.45,72,969.08,22.66,0.0,0.29,0.03,69.98,5,Channel_A,Area_B
R19420,67,137705.81,72,1100.35,,0.13,0.19,0.0,100.39,2,Channel_C,Area_A
R30190,47,180.43,1,6.23,0.03,74.51,0.32,0.12,39.25,0,Channel_C,Area_C
R34137,18,87778.93,72,480.62,16.83,0.0,0.4,0.16,97.28,3,Channel_A,Area_A
R49144,32,0.0,1,2.45,0.24,100.22,0.59,0.16,27.45,1,Channel_B,Area_A
R26912,26,0.0,1,,0.06,145.39,0.37,0.31,72.32,2,Channel_C,Area_B
R15771,40,356.48,1,139.67,8.82,30.35,0.21,0.32,19.0,1,Channel_A,Area_A
R41739,43,0.0,1,77.69,0.01,194.49,0.32,0.14,0.0,4,Channel_A,Area_B
R35720,68,0.0,1,4.03,0.12,90.3,0.4,0.17,22.94,3,Channel_A,Area_A
R34364,22,46.28,1,0.0,0.01,370.39,0.42,0.23,32.31,0,Channel_A,Area_A
R45356,30,0.0,1,78.46,0.0,142.64,0.29,0.45,75.15,1,Channel_A,Area_A
R10520,48,146028.58,72,766.94,8.61,66.08,0.37,0.25,40.18,1,Channel_A,Area_A
R20837,66,0.0,1,0.0,0.0,196.76,0.57,0.18,47.85,4,Channel_C,Area_A
R13838,50,10503.14,1,0.0,0.11,149.62,,0.16,1.08,5,Channel_C,Area_B
R36286,29,77622.17,72,502.39,11.4,0.43,0.28,0.15,102.55,1,Channel_A,Area_C
R24775,30,520.71,1,1.33,0.03,179.66,0.46,0.28,30.49,3,Channel_C,Area_A
R28428,39,480.13,1,0.0,0.0,139.58,0.57,0.13,0.14,1,Channel_C,Area_B
R44693,51,29799.02,8,,0.06,440.61,0.26,0.13,108.72,3,Channel_C,Area_B
R10482,56,0.0,1,0.0,0.0,426.59,0.36,0.37,52.34,1,Channel_B,Area_C
R26031,60,43.96,1,0.0,0.0,206.96,0.64,0.32,13.24,1,Channel_A,Area_B
R48460,55,63657.1,1,1.82,0.13,154.68,0.37,0.13,63.42,2,Channel_C,Area_A
R00425,64,0.0,1,2.5,0.0,143.53,0.74,0.07,47.57,1,Channel_C,Area_C
R29671,65,97025.05,1,16.6,0.68,34.65,0.27,0.31,98.7,1,Channel_A,Area_A
R21783,30,100657.82,72,1092.53,17.83,10.94,0.28,0.12,69.9,1,Channel_C,Area_B
R32930,54,120714.38,8,140.77,15.62,35.72,0.44,0.11,37.25,3,Channel_C,Area_C
R15500,65,111898.98,72,1219.03,28.89,0.87,0.0,0.17,79.49,1,Channel_A,Area_A
R25458,29,19683.82,4,178.57,0.0,114.74,0.18,,90.54,1,Channel_C,Area_A
R18301,44,3114.71,41,96.22,1.7,75.13,0.65,0.11,103.19,1,Channel_C,Area_C
R11717,54,134198.44,72,950.25,23.52,0.03,0.0,0.0,101.7,2,Channel_B,Area_C
R01194,45,31071.1,2,151.19,4.34,56.24,0.53,0.07,48.63,3,Channel_C,Area_C
R25005,25,526.78,20,451.67,,51.75,0.53,0.35,30.06,1,Channel_A,Area_B
R49012,38,0.0,1,3.61,0.0,208.77,0.54,0.18,80.26,2,Channel_B,Area_B
R08010,55,112466.12,72,481.43,9.61,19.0,0.46,0.01,37.55,1,Channel_B,Area_B
R44770,38,36176.03,1,191.39,3.65,64.57,0.62,0.29,79.31,3,Channel_A,Area_A
R39647,35,15001.27,31,3.91,0.07,33.36,0.28,0.07,154.01,1,Channel_C,Area_A
R23053,51,196.51,1,0.41,0.0,172.66,0.47,0.15,32.65,2,Channel_C,Area_A
R45038,60,533.17,1,6.92,0.15,214.02,0.27,0.33,2.64,2,Channel_B,Area_B
R20813,57,102281.85,72,996.47,20.23,0.69,0.0,0.05,76.42,0,Channel_A,Area_A
R32098,64,977.21,1,3.81,0.0,107.24,0.78,0.41,61.73,0,Channel_A,Area_C
R41844,31,68681.53,5,243.7,1.16,97.83,0.17,0.22,55.23,2,Channel_A,Area_A
R29057,36,54523.61,1,7.92,0.67,68.26,0.47,0.3,18.67,1,Channel_C,Area_A
R01361,34,86737.72,72,654.69,10.67,23.15,0.0,0.08,36.96,1,Channel_C,Area_C
R42158,18,395.72,1,0.75,0.03,272.67,0.46,0.12,12.19,1,Channel_C,Area_C
R29781,32,102829.05,72,1077.31,18.29,1.3,0.28,0.02,102.52,6,Channel_C,Area_C
R19312,60,100048.14,72,1317.27,25.16,1.34,0.25,0.24,82.13,2,Channel_A,Area_A
R22633,70,54516.07,72,,11.42,0.91,0.53,0.09,113.89,3,Channel_C,Area_A
R12978,44,0.0,31,261.42,2.17,93.39,0.27,0.12,47.81,0,Channel_C,Area_A
R01980,27,29739.37,2,58.64,0.07,90.21,0.56,0.12,33.03,1,Channel_A,Area_A
R35183,41,0.0,1,5.18,0.0,88.15,0.62,0.07,82.11,1,Channel_B,Area_C
R35658,61,0.0,1,0.0,0.06,260.29,0.55,0.25,160.15,0,Channel_A,Area_C
R46213,58,0.0,1,0.0,0.05,284.7,0.44,0.09,65.69,0,Channel_A,Area_A
R34768,70,194.43,1,1.36,0.03,111.56,0.52,0.45,110.6,1,Channel_C,Area_A
R41156,26,135014.73,72,351.52,8.97,23.34,0.28,0.19,81.0,,Channel_C,Area_A
R43510,23,670.28,34,19.4,0.09,57.63,0.54,0.03,189.25,0,Channel_A,Area_B
